"taxa"	"ERR1620255"	"ERR1620257"	"ERR1620258"	"ERR1620260"	"ERR1620261"	"ERR1620271"	"ERR1620272"	"ERR1620273"	"ERR1620275"	"ERR1620280"	"ERR1620283"	"ERR1620286"	"ERR1620287"	"ERR1620288"	"ERR1620291"	"ERR1620293"	"ERR1620294"	"ERR1620297"	"ERR1620300"	"ERR1620301"	"ERR1620303"	"ERR1620311"	"ERR1620312"	"ERR1620314"	"ERR1620321"	"ERR1620322"	"ERR1620323"	"ERR1620324"	"ERR1620326"	"ERR1620327"	"ERR1620330"	"ERR1620332"	"ERR1620335"	"ERR1620337"	"ERR1620338"	"ERR1620340"	"ERR1620341"	"ERR1620342"	"ERR1620343"	"ERR1620347"	"ERR1620349"	"ERR1620350"	"ERR1620351"	"ERR1620352"	"ERR1620353"	"ERR1620355"	"ERR1620359"	"ERR1620365"	"ERR1620367"	"ERR1620369"	"ERR1620370"	"ERR1620371"	"ERR1620375"	"SRR11070339"	"SRR11070340"	"SRR11070354"	"SRR11070359"	"SRR11070361"	"SRR11070363"	"SRR11070368"	"SRR11070375"	"SRR11070376"	"SRR11070379"	"SRR11070380"	"SRR11070384"	"SRR11070386"	"SRR11070392"	"SRR11070396"	"SRR11070402"	"SRR11070406"	"SRR11070408"	"SRR11070410"	"SRR11070414"	"SRR11070419"	"SRR11070420"	"SRR11070425"	"SRR11070428"	"SRR11070429"	"SRR11851387"	"SRR11851390"	"SRR11851391"	"SRR11851392"	"SRR11851395"	"SRR11851396"	"SRR11851397"	"SRR11851398"	"SRR11851399"	"SRR11851402"	"SRR11851407"	"SRR11851408"	"SRR11851409"	"SRR11851410"	"SRR11851412"	"SRR11851413"	"SRR11851416"	"SRR11851417"	"SRR11851418"	"SRR11851419"	"SRR11851420"	"SRR11851422"	"SRR11851429"	"SRR11851430"	"SRR11851431"	"SRR13773779"	"SRR13773781"	"SRR13773782"	"SRR13773783"	"SRR13773786"	"SRR13773789"	"SRR13773790"	"SRR13773795"	"SRR13773800"	"SRR13773801"	"SRR13773809"	"SRR13773811"	"SRR1518393"	"SRR1518410"	"SRR1518476"	"SRR1518536"	"SRR1518998"	"SRR1519044"	"SRR1519045"	"SRR1519046"	"SRR1519047"	"SRR1519048"	"SRR1519049"	"SRR1519050"	"SRR1519052"	"SRR1519055"	"SRR1519056"	"SRR1519057"	"SRR1519058"	"SRR1519060"	"SRR1519061"	"SRR1519071"	"SRR1519072"	"SRR1519073"	"SRR1519075"	"SRR1519078"	"SRR1519079"	"SRR1519080"	"SRR1519082"	"SRR1519083"	"SRR1519084"	"SRR1778451"	"SRR1778452"	"SRR1778454"	"SRR1778455"	"SRR1778456"	"SRR341583"	"SRR341586"	"SRR341588"	"SRR341589"	"SRR341592"	"SRR341593"	"SRR341594"	"SRR341595"	"SRR341596"	"SRR341597"	"SRR341600"	"SRR341601"	"SRR341604"	"SRR341607"	"SRR341608"	"SRR341616"	"SRR341617"	"SRR341618"	"SRR341620"	"SRR341622"	"SRR341624"	"SRR341625"	"SRR341626"	"SRR341629"	"SRR341631"	"SRR341632"	"SRR341633"	"SRR341636"	"SRR341637"	"SRR341639"	"SRR341641"	"SRR341642"	"SRR341643"	"SRR341644"	"SRR341645"	"SRR341647"	"SRR341649"	"SRR341652"	"SRR341653"	"SRR341657"	"SRR341658"	"SRR341660"	"SRR341661"	"SRR341664"	"SRR341665"	"SRR341668"	"SRR341671"	"SRR341672"	"SRR341673"	"SRR341675"	"SRR341677"	"SRR341678"	"SRR341680"	"SRR341683"	"SRR341684"	"SRR341685"	"SRR341687"	"SRR341689"	"SRR341690"	"SRR341692"	"SRR341693"	"SRR341694"	"SRR341695"	"SRR341697"	"SRR341698"	"SRR341700"	"SRR341702"	"SRR341703"	"SRR341706"	"SRR341707"	"SRR341711"	"SRR341718"	"SRR341723"	"SRR341724"	"SRR413560"	"SRR413561"	"SRR413564"	"SRR413565"	"SRR413566"	"SRR413569"	"SRR413571"	"SRR413572"	"SRR413573"	"SRR413574"	"SRR413576"	"SRR413577"	"SRR413578"	"SRR413580"	"SRR413587"	"SRR413588"	"SRR413593"	"SRR413594"	"SRR413595"	"SRR413596"	"SRR413601"	"SRR413602"	"SRR413608"	"SRR413609"	"SRR413610"	"SRR413611"	"SRR413613"	"SRR413614"	"SRR413615"	"SRR413616"	"SRR413617"	"SRR413618"	"SRR413619"	"SRR413620"	"SRR413622"	"SRR413624"	"SRR413625"	"SRR413626"	"SRR413627"	"SRR413628"	"SRR413632"	"SRR413633"	"SRR413635"	"SRR413637"	"SRR413638"	"SRR413640"	"SRR413643"	"SRR413644"	"SRR413646"	"SRR413648"	"SRR413654"	"SRR413655"	"SRR413657"	"SRR413658"	"SRR413659"	"SRR413660"	"SRR413663"	"SRR413664"	"SRR413665"	"SRR413667"	"SRR413670"	"SRR413671"	"SRR413678"	"SRR413679"	"SRR413680"	"SRR413682"	"SRR413685"	"SRR413687"	"SRR413688"	"SRR413689"	"SRR413691"	"SRR413692"	"SRR413693"	"SRR413696"	"SRR413698"	"SRR413701"	"SRR413705"	"SRR413708"	"SRR413709"	"SRR413710"	"SRR413716"	"SRR413719"	"SRR413722"	"SRR413725"	"SRR413726"	"SRR413727"	"SRR413731"	"SRR413733"	"SRR413734"	"SRR413736"	"SRR413738"	"SRR413739"	"SRR413740"	"SRR413741"	"SRR413742"	"SRR413745"	"SRR413750"	"SRR413753"	"SRR413764"	"SRR413768"	"SRR413770"	"SRR7124571"	"SRR7124572"	"SRR7124573"	"SRR7124574"	"SRR7124575"	"SRR7124576"	"SRR7124577"	"SRR7124579"	"SRR7124581"	"SRR7124582"	"SRR7124583"	"SRR7124586"	"SRR7124588"	"SRR7124589"	"SRR7124590"	"SRR7124592"	"SRR7124593"	"SRR7124595"	"SRR7124596"	"SRR7124597"	"SRR7124599"	"SRR7124600"	"SRR7124601"	"SRR7124602"	"SRR7124603"	"SRR7124606"	"SRR7124608"	"SRR7124611"	"SRR7124612"	"SRR7124613"	"SRR7124614"	"SRR7124615"	"SRR7124618"	"SRR7124619"	"SRR7124621"	"SRR7124624"	"SRR7124625"	"SRR7124627"	"SRR7124628"	"SRR7124629"	"SRR7124631"	"SRR7124632"	"SRR7124634"	"SRR7124639"	"SRR7124640"	"SRR7124643"	"SRR7124644"	"SRR7124645"	"SRR7124646"	"SRR7124647"	"SRR7124648"	"SRR7124649"	"SRR7124650"	"SRR7124651"	"SRR7124654"	"SRR7124655"	"SRR7124656"	"SRR7124658"	"SRR7124660"	"SRR7124661"	"SRR7124665"	"SRR7124666"	"SRR7124669"	"SRR7124670"	"SRR7124672"	"SRR7124673"	"SRR7124674"	"SRR7124675"	"SRR7124676"	"SRR7124678"	"SRR7124679"	"SRR7124681"	"SRR7124683"	"SRR7124685"	"SRR7124686"	"SRR7124687"	"SRR7124688"	"SRR7124689"	"SRR7124690"	"SRR7124692"	"SRR7124693"	"SRR7124694"	"SRR7124696"	"SRR7124697"	"SRR7124698"	"SRR7124700"	"SRR7124705"	"SRR7124707"	"SRR7124709"	"SRR7124711"	"SRR7124713"	"SRR7124714"	"SRR7124715"	"SRR7124716"	"SRR7124717"	"SRR7124718"	"SRR7124719"	"SRR7124720"	"SRR7124721"	"SRR7124722"	"SRR7124728"	"SRR7124729"	"SRR7124730"	"SRR7124731"	"SRR7124733"	"SRR7124735"	"SRR7124736"	"SRR7124737"	"SRR7124738"	"SRR7124739"	"SRR7124740"	"SRR7124742"	"SRR7124743"	"SRR7124744"	"SRR7124745"	"SRR7124746"	"SRR7124748"	"SRR7124749"	"SRR7124750"	"SRR7124752"	"SRR7124753"	"SRR7124756"	"SRR7124757"	"SRR7124759"	"SRR7124760"	"SRR7124761"	"SRR7124762"	"SRR7124763"	"SRR7124764"	"SRR7124765"	"SRR7124767"	"SRR7124769"	"SRR7124770"	"SRR7124771"	"SRR7124773"	"SRR7124774"	"SRR7124776"	"SRR7124777"	"SRR7124778"	"SRR7124779"	"SRR7124782"	"SRR7124783"	"SRR7124784"	"SRR7124785"	"SRR7124787"	"SRR7124788"	"SRR7124789"	"SRR7124790"	"SRR7124791"	"SRR7124793"	"SRR7124794"	"SRR7124795"	"SRR7124796"	"SRR7124798"	"SRR7124799"	"SRR7124800"	"SRR7124801"	"SRR7124803"	"SRR7124805"	"SRR7124807"	"SRR7124808"	"SRR7124809"	"SRR7124810"	"SRR7124811"	"SRR7124813"	"SRR7124814"	"SRR7124815"	"SRR7124816"	"SRR7124817"	"SRR7124818"	"SRR7124819"	"SRR7124820"	"SRR7124821"	"SRR7124823"	"SRR7124824"	"SRR7124825"	"SRR7124826"	"SRR7124827"	"SRR7124828"	"SRR7124831"	"SRR7124832"	"SRR7124833"	"SRR7124836"	"SRR7124837"	"SRR7124838"	"SRR7124839"	"SRR7124840"	"SRR7124841"	"SRR7124842"	"SRR7124843"	"SRR7124845"	"SRR7124846"	"SRR7124847"	"SRR7124849"	"SRR7124851"	"SRR7124852"	"SRR7124854"	"SRR7124855"	"SRR7124857"	"SRR7124859"	"SRR7124860"	"SRR7124861"	"SRR7124862"	"V1.CD1.0.PT"	"V1.CD1.0"	"V1.CD1.3.PN"	"V1.CD1.5.PT"	"V1.CD10.0"	"V1.CD11.0"	"V1.CD12.0"	"V1.CD12.3"	"V1.CD13.0"	"V1.CD14.0"	"V1.CD15.0"	"V1.CD15.3"	"V1.CD16.0"	"V1.CD17.0"	"V1.CD17.4"	"V1.CD18.0"	"V1.CD18.3"	"V1.CD19.0"	"V1.CD2.0.PN"	"V1.CD2.0.PT"	"V1.CD20.0"	"V1.CD20.4"	"V1.CD21.0"	"V1.CD21.4"	"V1.CD24.0"	"V1.CD25.0"	"V1.CD25.4"	"V1.CD27.0"	"V1.CD28.0"	"V1.CD29.0"	"V1.CD3.0.PN"	"V1.CD3.0.PT"	"V1.CD3.3.PN"	"V1.CD3.4.PT"	"V1.CD30.0"	"V1.CD31.0"	"V1.CD32.0"	"V1.CD32.4"	"V1.CD34.0"	"V1.CD35.0"	"V1.CD35.1"	"V1.CD36.0"	"V1.CD37.4"	"V1.CD4.0.PN"	"V1.CD4.0.PT"	"V1.CD4.0"	"V1.CD40.0"	"V1.CD41.0"	"V1.CD41.3"	"V1.CD42.0"	"V1.CD43.0"	"V1.CD44.0"	"V1.CD45.0"	"V1.CD46.0"	"V1.CD48.0"	"V1.CD48.4"	"V1.CD49.0"	"V1.CD5.0.PN"	"V1.CD50.0"	"V1.CD51.0"	"V1.CD52.0"	"V1.CD53.0"	"V1.CD53.2"	"V1.CD54.0"	"V1.CD54.4"	"V1.CD55.0"	"V1.CD6.0.PN"	"V1.CD6.0.PT"	"V1.CD6.4"	"V1.CD7.0.PN"	"V1.CD7.0.PT"	"V1.CD7.0"	"V1.CD7.4"	"V1.CD8.0.PN"	"V1.CD8.0.PT"	"V1.CD9.0.PT"	"V1.CD9.0"	"V1.UC1.0"	"V1.UC10.1"	"V1.UC10.2"	"V1.UC11.0"	"V1.UC11.5"	"V1.UC12.0"	"V1.UC12.3"	"V1.UC12.4"	"V1.UC13.0"	"V1.UC13.2"	"V1.UC13.3"	"V1.UC14.0"	"V1.UC14.1"	"V1.UC15.0"	"V1.UC15.2"	"V1.UC15.3"	"V1.UC16.0"	"V1.UC17.1"	"V1.UC17.2"	"V1.UC18.0"	"V1.UC19.0"	"V1.UC2.0"	"V1.UC2.3"	"V1.UC2.4"	"V1.UC21.0"	"V1.UC22.1"	"V1.UC23.0"	"V1.UC23.1"	"V1.UC24.0"	"V1.UC25.0"	"V1.UC26.0"	"V1.UC26.3"	"V1.UC26.4"	"V1.UC27.0"	"V1.UC28.0"	"V1.UC29.0"	"V1.UC3.0"	"V1.UC3.1"	"V1.UC3.2"	"V1.UC30.0"	"V1.UC31.0"	"V1.UC32.0"	"V1.UC33.0"	"V1.UC34.0"	"V1.UC35.0"	"V1.UC35.4"	"V1.UC36.0"	"V1.UC37.0"	"V1.UC38.0"	"V1.UC38.4"	"V1.UC39.0"	"V1.UC40.0"	"V1.UC40.1"	"V1.UC41.0"	"V1.UC42.0"	"V1.UC44.0"	"V1.UC45.0"	"V1.UC46.0"	"V1.UC47.0"	"V1.UC47.4"	"V1.UC48.0"	"V1.UC49.0"	"V1.UC5.3"	"V1.UC51.0"	"V1.UC51.4"	"V1.UC52.0"	"V1.UC52.1"	"V1.UC53.4"	"V1.UC54.0"	"V1.UC54.4"	"V1.UC55.0"	"V1.UC55.4"	"V1.UC56.0"	"V1.UC56.1"	"V1.UC57.0"	"V1.UC58.3"	"V1.UC58.4"	"V1.UC59.0"	"V1.UC59.3"	"V1.UC59.4"	"V1.UC6.0"	"V1.UC60.0"	"V1.UC61.0"	"V1.UC63.0"	"V1.UC64.0"	"V1.UC8.0"	"V1.UC9.0"
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Botryosphaeriales|f__Aplosporellaceae|g__Aplosporella|s__Aplosporella prunicola"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Botryosphaeriales|f__Botryosphaeriaceae|g__Botryosphaeria|s__Botryosphaeria dothidea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Botryosphaeriales|f__Botryosphaeriaceae|g__Lasiodiplodia|s__Lasiodiplodia pseudotheobromae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Botryosphaeriales|f__Botryosphaeriaceae|g__Lasiodiplodia|s__Lasiodiplodia sp."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
"k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Botryosphaeriales|f__Botryosphaeriaceae|g__Lasiodiplodia|s__Lasiodiplodia theobromae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5	0	0	9.5	0	0	0	0	0	0	0	0
